ISO3V10,Country_Standard,EVI,HAZARDS,RESISTANCE,DAMAGE,CCEVI,ENDEVI,HHEVI,AFEVI,WATEVI,CCDEVI,CBDEVI,WINDEVI,DRYEVI,WETEVI,HOTEVI,COLDEVI,SSTEVI,VOLCANOEVI,EARTHQKEVI,TSUNAMIEVI,SLIDESEVI,LANDEVI,DISPEVI,ISOLEVI,RELIEFEVI,LOWEVI,BORDEVI,IMBALEVI,OPENEVI,MIGEVI,ENDEMEVI,INTROEVI,ENDANGEVI,EXTINCTEVI,VEGEVI,VEGLOEVI,FRAGEVI,DEGEVI,RESRVEVI,MPAEVI,FARMEVI,FERTLEVI,PESTCDEVI,BIOTECHEVI,PRDOFEVI,FSHEFEVI,WATEREVI,SULPHEVI,WASTEEVI,TRTMNTEVI,INDUSTEVI,SPILLSEVI,MININGEVI,SANEVI,VEHEVI,POPDNEVI,POPGRTHEVI,TOUREVI,CSTPOPEVI,AGRMTEVI,CONFLTEVI,WIND,DRY,WET,HOT,COLD,SST,VOLCANO,EARTHQK,TSUNAMI,SLIDES,LAND,DISP,ISOL,RELIEF,LOW,BORD,IMBAL,OPEN,MIG,ENDEM,INTRO,ENDANG,EXTINCT,VEG,VEGLO,FRAG,DEG,RESRV,MPA,FARM,FERTL,PESTCD,BIOTECH,PRDOF,FSHEF,WATER,SULPH,WASTE,TRTMNT,INDUST,SPILLS,MINING,SAN,VEH,POPDN,POPGRTH,TOUR,CSTPOP,AGRMT,CONFLT
AGO,Angola,225.000,2.267,2,2.273,2.077,2,1,2,3,3,2,4,3,1,1,1,4,1,1,1,3,1,1,1,2,2,3,1,2,1,5,2,2,1,5,5,1,3,4,1,4,1,2,1,3,3,1,1,,,1,1,4,2,1,1,6,1,1,4,7,327.754,-28.8,1.2,4.024,10.28,7,0,0,0,1,"1,246,700",5.976,0,"2,620",13,4,0.009,3.755,0.042,"1,058.80",0.003,0.05,0,15,-1,0.041,14,7,66.14,68.052,2.807,0.118,0,"472,973.59",13.48,0,0.104,,,3.855,0,24,6.198,0.186,10.33,1.896,0.04,17,34,11
FLK,Falkland Islands (Malvinas),223.333,1.667,3.571,2,3,2,1,2,2,3,3,6,1,3,3,1,2,1,1,1,1,4,4,5,1,7,2,7,,2,,2,2,2,,,,1,,,1,,,1,,,,1,,,,1,1,,,1,,,1,,1,547.276,-8.8,10.4,54.203,20.797,5,0,0,0,0,"12,173",105.808,410,705,100,1,-0.174,,2.136,,0.164,0.739,0,,,,0,,,0.223,,,0,,,,0.003,,,,0,0,,,0.238,,,0,,0
COG,Congo,219.149,2.241,2.5,1.727,2.154,2,1,2,3,2,2,3,3,4,1,1,4,1,1,1,1,2,2,1,1,3,4,1,2,1,6,2,2,1,2,5,1,1,5,1,2,1,2,1,4,2,1,1,,,2,,4,1,1,1,7,1,1,2,6,228.852,-18.6,21.2,1.626,2.158,7,0,0,0,0,"341,500",16.717,0,903,26,5,0.091,4.006,0.102,"3,525.62",0.059,0.152,0,68,0,0.037,2,5,180.37,13.912,10.835,0.117,0,"278,221.61",10.39,0,0.043,,,5.63,,29,2.672,0.121,8.618,2.239,0.055,4,51,4
TCD,Chad,217.073,2.042,1.75,2.7,2.25,2,1,2,3,3,2,6,1,3,1,2,,1,1,1,1,1,1,1,3,1,4,,1,1,2,1,2,1,7,5,1,5,4,,1,1,2,1,,,1,1,,,,,1,2,1,1,7,1,1,3,7,498.393,-5.8,10.2,9.157,39.56,,0,0,,0,"1,259,200",4.74,0,"3,055",0,6,,0.466,0.034,1.588,0,0.021,0,0,-1,0.027,24,9,,1.666,7.757,0.577,0,,,1,0.034,,,,,0,4.8,0.012,6.076,3.354,0.035,0,41,10
KAZ,Kazakhstan,215.000,2.13,2.5,1.8,3.273,2,2,3,3,4,3,,1,6,,,7,1,1,1,1,1,1,1,6,4,4,,2,1,2,2,2,1,4,1,1,4,5,,3,1,,1,,1,4,3,1,,,,1,1,1,1,1,1,1,4,1,,-7.2,36,,,22,0,0,,0,"2,670,730",4.498,0,"7,127",36,6,,3.1,0.025,1.498,0.002,0.018,0,23,2,0.041,17,3,,30.218,45.134,,0,,3.53,45,0.791,0,,,,0,0.061,0.383,6.074,-0.011,0.157,1,33,0
SJM,Svalbard and Jan Mayen Islands,215.000,1.375,3.286,1.667,3.167,1,1,3,1,4,3,,,,,,4,1,1,1,1,3,4,5,2,5,3,4,,1,,,2,1,,,,,,,,,,1,,,,1,,,,,1,,,1,,,,,1,,,,,,9,0,0,0,0,"62,049",57.809,650,"1,717",47,3,-0.051,,0.451,,,0.081,0,,,,,,,,,,0,,,,0,,,,,0,,,0.038,,,,,0
MLI,Mali,214.634,2,1.875,2.6,2.083,2,2,2,4,3,2,3,2,4,1,1,,1,1,1,1,1,1,1,1,2,5,,1,1,3,1,2,1,7,5,1,6,5,,1,1,2,1,,,1,1,,,,,1,3,1,1,7,1,1,2,5,236.48,-13.2,17.2,18.248,17.464,,0,0,,0,"1,220,190",5.936,0,"1,132",8,7,,0.735,0.034,13.113,0,0.02,0,0,-1,0.012,30,4,,4.517,30.487,0.518,0,,,2,0.043,,,,,0,8.654,0.028,9.207,3.019,0.071,0,57,1
ZMB,Zambia,212.195,2.208,2.375,1.6,2.167,2,2,3,3,3,2,2,4,6,1,1,,1,1,1,1,2,2,1,2,2,5,,1,1,4,2,2,1,2,5,1,4,4,,,2,4,1,,,1,3,,,1,,1,2,1,1,6,1,1,2,1,187.197,-34,37.4,20.74,13.945,,0,0,,0,"743,390",7.619,0,"1,972",12,7,,1.983,0.048,295.942,0.038,0.05,0,70,-1,0.09,17,9,,,70.824,2.245,0,,,2,1.03,,,1.764,,0,3.577,0.21,12.334,1.96,0.624,0,56,0
SUR,Suriname,211.364,2.308,2.625,1.182,2.462,2,2,2,3,3,3,1,5,6,1,1,3,1,1,1,1,3,2,1,1,6,3,1,2,1,4,2,2,1,1,5,1,1,5,5,2,1,4,1,2,,1,1,,,,,2,,1,1,4,1,1,2,1,103.655,-52.8,35.2,0,9.422,6,0,0,0,0,"156,000",14.917,0,"1,232",61,3,0.001,2.91,0.147,64.103,0.026,0.288,0,96,0,0.029,0,5,2.11,13.953,39.942,2.095,0,"1,793,971.55",,0,0.03,,,,,4,,0.326,2.673,0.625,0.359,6,51,0
GAB,Gabon,211.111,2.37,2.25,1.273,2,1,1,2,3,2,3,4,2,2,1,1,3,1,1,1,1,2,2,1,2,4,3,1,4,1,3,2,2,1,1,5,1,2,5,5,4,1,,1,3,,1,1,,,3,1,5,,1,1,5,1,1,1,1,283.929,-17.2,5.4,5.188,7.987,6,0,0,0,0,"257,670",17.736,0,"1,575",33,3,0.067,8.402,0.136,42.69,0.016,0.369,0,90,-1,0.03,7,3,2.66,86.012,1.921,,0,"886,008.61",,0,0.219,,,17.815,0,61,,0.105,4.758,1.054,0.679,4,68,0
ZWE,Zimbabwe,210.000,2.375,2,1.444,2.25,2,3,3,3,2,2,1,5,6,2,1,,1,1,1,1,2,2,1,2,1,3,,4,1,4,,2,1,2,5,1,1,4,,,3,4,1,,,1,2,,,1,,1,4,1,2,3,1,1,3,1,140.663,-62,44.6,39.542,16.814,,0,0,,0,"386,850",7.926,0,"2,430",0,4,,10.012,0.098,258.498,,0.098,0,67,-1,0.047,0,8,,,489.57,4.406,0,,,9,0.423,,,2.571,,0,14.479,0.875,30.164,0.201,5.133,0,45,0
DJI,Djibouti,209.677,1.882,2.857,1.857,3.333,2,1,2,3,3,2,3,2,6,1,1,4,1,1,1,1,4,3,1,2,5,3,1,,2,,1,2,1,,,1,1,,,,,,1,1,,,1,,,,1,2,,,,,1,,4,6,249.047,-11.6,34.2,7.741,22.911,7,0,0,0,0,"21,980",37.762,0,"2,183",60,4,0.52,,1.956,,0,0.5,0,,,0.131,0,,,,,,0,"11,793,765.97",,,0.168,,,,0,2,,,,,0.955,,37,4
MNG,Mongolia,207.500,2.304,1.625,1.8,2.417,3,1,2,3,4,2,5,3,3,7,6,,1,1,1,1,1,1,1,2,1,2,,1,1,4,1,2,1,3,4,1,6,3,,1,1,,1,,,1,1,,,,,1,1,1,1,5,1,1,3,1,393.568,-18.2,11.4,411.63,259.878,,0,0,,0,"1,566,500",5.21,0,"2,967",0,2,,0.342,0.032,146.186,0,0.02,0,50,0,0.031,26,12,,1.071,1.685,,0,,,1,0.008,,,,,0,0.238,0.02,1.699,1.476,0.109,0,47,0
NER,Niger,207.500,1.87,1.75,2.7,2.083,1,2,2,3,3,2,4,1,2,1,2,,1,1,1,1,1,1,1,2,2,5,,1,1,1,2,2,1,7,4,1,6,4,,1,1,,1,,,2,1,,,,,1,3,1,1,7,1,1,1,5,300.9,-6.4,7.8,26.154,51.671,,0,0,,0,"1,266,700",4.498,0,"1,744",3,7,,0.349,0.03,0,0.007,0.013,0,0,0,0.008,45,8,,3.257,7.895,,0,,,14,0.024,,,,,0,7.031,0.034,8.471,2.775,0.036,0,67,1
GUY,Guyana,206.667,2.148,2.625,1.364,2.692,2,1,2,3,3,2,4,6,6,1,1,2,1,1,1,1,2,2,1,2,6,3,1,2,1,4,2,2,1,1,5,1,3,5,,2,2,,1,4,1,1,1,,,,1,3,1,1,1,1,1,1,2,1,299.159,-82.4,40,2.11,3.028,5,0,0,0,0,"196,850",18.369,0,"2,835",63,3,0.031,3.551,0.132,86.36,0.02,0.208,0,97,0,0.04,13,0,,10.823,73.071,,0,"368,053.49",3.95,1,0.015,,,,0,11,0.525,0.105,4.374,-0.015,0.363,6,51,0
NAM,Namibia,200.000,2.037,2.25,1.636,2.154,2,1,2,2,3,2,5,3,1,4,2,3,1,1,1,1,2,2,1,2,2,3,1,1,1,5,2,2,2,1,5,1,5,3,1,1,1,,1,4,,1,1,,,,1,1,1,1,1,5,1,1,4,1,393.634,-27.4,5,120.589,42.35,5,0,0,0,0,"823,290",13.213,0,"2,606",13,4,0.029,2.318,0.072,874.54,0.013,0.046,0,95,0,0.077,23,13,77.91,1.886,0,,0,"254,307.30",,4,0.118,,,,0,1,0.797,0.099,2.096,1.488,0.746,0,37,0
CAF,Central African Republic,192.500,2,2,1.6,1.833,1,1,2,3,2,2,2,2,3,1,1,,1,1,1,1,2,2,1,1,1,4,,1,1,4,2,2,1,5,5,1,1,4,,4,1,2,1,,,1,1,,,,,1,2,,1,6,1,1,3,1,171.251,-12.6,16,2.49,23.979,,0,0,,0,"622,980",8.352,0,"1,085",0,5,,0.38,0.058,165.334,0.011,0.042,0,16,0,0.039,2,8,,104.126,0,0.039,0,,,0,0.062,,,,,0,4.236,,5.803,1.826,0.014,0,45,0
BWA,Botswana,185.714,2.12,1.5,1.4,1.667,2,2,2,3,2,2,4,5,1,1,3,,1,1,1,1,2,1,1,1,1,2,,2,1,3,2,2,1,1,5,1,3,2,,1,1,2,1,,,1,1,,7,,,2,1,1,1,4,1,1,3,1,312.73,-76.8,4.4,26.053,55.516,,0,0,,0,"566,730",7.081,0,976,0,2,,3.123,0.06,35.29,0.005,0.021,0,100,-1,0.018,12,18,,0.789,5.495,0.024,0,,,4,0.098,,0,,,2,1.288,0.043,2.862,0.612,1.298,0,44,0
ESH,Western Sahara,175.000,1.818,2.143,1.143,2.125,1,1,1,2,2,2,,1,1,,,4,1,1,1,1,2,2,1,1,5,3,1,,1,,,2,1,,,,1,,,,,,1,,,,1,,,,,1,,,1,7,,,,1,,-6.6,0.8,,,8,0,0,0,0,"266,000",11.865,0,518,47,4,0.028,,0.12,,,0.011,0,,,,0,,,,,,0,,,,0.005,,,,,0,,,0.942,2.293,,,,0
GUF,French Guiana,174.194,1.706,2.286,1.25,2.9,2,1,2,4,3,2,2,5,7,1,1,1,1,1,1,1,3,2,1,1,6,2,1,,1,,2,2,1,,,,1,,,2,,,1,1,,,1,,,,1,1,,,1,,1,,,1,180.496,-76.4,62.4,1.497,25.44,3,0,0,0,0,"89,150",17.51,0,851,70,2,0.031,,0.247,,0.011,0.359,0,,,,0,,,12.34,,,0,"3,334,450.53",,,0.021,,,,0,1,,,1.992,,0.774,,,0
DMA,Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSE,Occupied Palestinian Territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,Trinidad and Tobago,,,3.75,4.182,4.333,3,,4,,4,4,4,4,7,1,1,2,1,1,1,1,4,4,2,1,7,2,2,7,3,7,2,3,1,4,6,5,7,4,5,,5,7,1,3,4,,6,,,7,1,7,6,6,7,1,3,7,2,1,277.192,-34.8,51.2,0.048,1.271,4,0,1,0,0,"5,130",137.232,20,940,100,1,-0.011,556.92,5.263,"47,563.35",0.78,1.559,0,36,-2,1.622,100,6,0.29,,"4,827.68",281.266,0,"1,029,925.46",19.38,,5.801,,,"2,265.81",0,"2,163",53.012,23.729,252.437,-0.497,41.845,252,59,0
UMI,United States Minor Outlying Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
